genre,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
R,0.7304257192,0.5203051614,0.2158911099,0.9417111339,0.1027320959,0.0442779197,117.668,0.0717997906
R,0.9901624362,0.3432189622,0.1278642817,0.8644878952,0.10830037,0.0394545165,79.375,0.6430452577
R,0.3121697855,0.6449468693,0.1866121693,0.8554915947,0.3843382802,0.1586232738,120.084,0.2976449072
R,0.9623766649,0.587843295,0.0362375233,0.9291134343,0.1114325926,0.1315215171,64.801,0.4128102957
R,0.9945819959,0.287247084,0.1491731812,0.8760399069,0.1057430504,0.0407558677,87.788,0.2344219848
R,0.5925077434,0.4094418142,0.3176802608,0.0337615478,0.2058159442,0.0687030641,106.973,0.6161742455
R,0.8773193141,0.6500431077,0.0954973379,0.0091901599,0.091481496,0.175054198,122.338,0.5574730002
R,0.9863801083,0.6128597187,0.1561102066,0.1045494579,0.1072890521,0.1985431333,109.256,0.483544289
R,0.9941105873,0.3622928504,0.461704595,0.939698457,0.3355502389,0.0277582267,71.276,0.650471407
R,0.7455848324,0.350164913,0.1420873574,0.7658236924,0.1110159062,0.040671344,166.317,0.1962609991
R,0.8635729006,0.2561784727,0.260709819,0.9086626783,0.1371469922,0.0951913032,169.732,0.522209383
R,0.6372758449,0.3129760859,0.1164692389,0.5407334524,0.1017832597,0.0482104514,135.812,0.0761348547
R,0.7156408908,0.7308891078,0.1578463539,0.9365707377,0.1113647497,0.2245479369,93.035,0.1971237006
R,0.7098467229,0.466606328,0.1686995859,0.8993777489,0.1086662404,0.0467729057,127.898,0.4991423294
E,0.444821741,0.5611661929,0.700912391,0.8172864485,0.1111111088,0.036441446,91.077,0.3447633156
E,0.4363745429,0.5855487676,0.7829272197,0.8944279989,0.1421870722,0.0478933631,130.464,0.3015430515
E,0.464508187,0.4935990955,0.5527492537,0.7363177088,0.1101167312,0.0551162693,136.255,0.2214802426
R,0.0007122859,0.215454605,0.1549102816,0.9345856414,0.6341114836,0.2176269767,97.18,0.0562551953
R,0.0564462733,0.1415349017,0.9479761165,0.8967937883,0.6527797922,0.084914948,105.29,0.1768571866
E,0.8445824165,0.144216558,0.627556839,0.8688011118,0.3860479906,0.0917104159,94.035,0.0316759346
E,0.6251363546,0.2199444847,0.167366822,0.7644133367,0.3491046221,0.0559378948,74.391,0.0934872165
E,0.0024338129,0.4512967298,0.9724695144,0.9167949979,0.3091093047,0.153491982,141.074,0.0354592456
E,0.0812276693,0.1572872906,0.8944750334,0.9051462774,0.2310347678,0.1365506852,112.08,0.0319849213
E,0.9892822451,0.1520056826,0.0912037369,0.7602147359,0.1384743068,0.037363613,64.902,0.0339170195
E,0.9190647625,0.1519254348,0.4555230087,0.92733472,0.3123942341,0.1012075046,106.119,0.0233182392
E,0.9752079987,0.1633196125,0.1213844649,0.8807955493,0.418239145,0.0385527346,84.373,0.0389560077
E,0.9401404664,0.3939089437,0.8626594563,0.8567118896,0.0928935499,0.3693006382,115.77,0.114784732
E,0.9000332633,0.1850737856,0.6095501857,0.9082684651,0.1987212014,0.0659387843,83.764,0.0657611299
E,0.0002133053,0.2523819684,0.2849708228,0.9396469807,0.0893675897,0.0746311671,88.702,0.0397661155
E,0.7497723234,0.1697173896,0.5699256056,0.9187238241,0.218856721,0.0885816531,112.445,0.0380650791
E,0.9044333319,0.3158219106,0.8560733947,0.9287626105,0.674746071,0.1017616683,96.381,0.061998303
E,0.5528627726,0.1790638505,0.2356848758,0.9149490664,0.189466435,0.062723618,84.635,0.1349655702
E,0.9307385336,0.3325401874,0.9073357686,0.9382662233,0.0892428614,0.0536968736,150.023,0.0369486104
E,0.9439130163,0.3331149531,0.3318425227,0.9133415531,0.1326675701,0.0341570994,79.746,0.0381706618
E,0.9906386864,0.3996737363,0.4629096626,0.5488887196,0.3530025259,0.5554336019,67.181,0.2094295541
E,0.9391715241,0.4878947251,0.3929718001,0.0362408995,0.620822932,0.6214270932,111.627,0.315653435
E,0.5711893759,0.180967669,0.5359921208,0.7218828397,0.3544042925,0.0825971517,80.732,0.0827114569
R,0.973496023,0.5886285141,0.4131042642,0.940913916,0.1148251601,0.0671223801,103.847,0.5720303238
R,0.863267302,0.342537371,0.5422427821,0.8637431876,0.0924118596,0.0378702007,88.997,0.6326724118
R,0.9862978037,0.415193851,0.651722439,0.747206005,0.0949926467,0.0314548766,92.372,0.7809922696
R,0.9920546438,0.3218679638,0.4234023651,0.9530970931,0.0797299355,0.0371677027,126.486,0.2621835285
R,0.9932647914,0.3846007934,0.5444991642,0.9233467677,0.0971795681,0.0373866147,166.46,0.8234256937
R,0.9808843818,0.3134392298,0.3703450659,0.9206941882,0.0880213882,0.046286386,135.019,0.1874533971
R,0.8746857594,0.4915045203,0.3018185836,0.8360157207,0.1101687367,0.0307638772,156.583,0.6786789791
R,0.994909713,0.3184324725,0.7832594588,0.8697103635,0.0905030575,0.0578873304,152.004,0.930636472
R,0.9895154059,0.2856620446,0.3450816013,0.928601552,0.1047570465,0.0312830102,93.621,0.5372120185
R,0.9939988458,0.1517703512,0.9256435321,0.8586497421,0.1224964035,0.0679786043,185.196,0.5970784061
R,0.9932961084,0.2994175835,0.5774532605,0.9568204339,0.1256842981,0.03677119,104.875,0.5529250374
R,0.9729040782,0.4505568834,0.3854682954,0.893690361,0.0984116147,0.0357259694,130.166,0.1169142645
E,0.0677415901,0.6223136778,0.8395289172,0.8761498416,0.1115054025,0.0794768231,142.017,0.7597209803
E,0.0045131774,0.5434604657,0.539879231,0.678026895,0.1252563629,0.0504146381,105.913,0.1803845219
E,0.2040894201,0.7132469337,0.5018266524,0.8018495637,0.1106377913,0.0323661808,95.003,0.7012988341
R,0.1736230539,0.463296569,0.0776535802,0.9374431623,0.1036428935,0.0313357321,130.277,0.4366661984
R,0.3502648827,0.6798864332,0.265500393,0.8568474978,0.1348742433,0.0393971349,157.811,0.4938774131
R,0.9395138142,0.7214656218,0.3891765094,0.9457064471,0.1006270127,0.0379572892,87.284,0.9159781586
R,0.6924559372,0.5316357125,0.683107402,0.906423904,0.340708617,0.0312804901,138.034,0.4887318888
R,0.7253185308,0.6272712238,0.1028541824,0.6278781488,0.0994811578,0.0321637052,80.022,0.2903026854
R,0.8890188623,0.7985600112,0.3759902909,0.9086347832,0.1100363636,0.0378643905,120.077,0.960108193
R,0.1197416249,0.683730497,0.4026905828,0.9047387854,0.1127011948,0.0417469071,86.719,0.7514190192
R,0.4704657875,0.6489094645,0.6939908022,0.9387448818,0.159342067,0.0376905631,137.025,0.6567914901
R,0.4569079954,0.805789233,0.3993712476,0.8537229763,0.0845935227,0.060618849,120.02,0.5975110868
R,0.8072843188,0.5652409028,0.1327011968,0.5931152177,0.1056752674,0.0379757972,136.877,0.0483910934
R,0.7592542704,0.7478856176,0.4561774576,0.9026156499,0.0865983407,0.0280071,128.955,0.9687803396
R,0.3423262003,0.1760942769,0.6395523483,0.9265869856,0.0841585476,0.0497420534,125.603,0.1502113238
R,0.3049734899,0.0776074462,0.985285921,0.6842740657,0.3111749891,0.0672688702,178.194,0.2626510913
R,0.0013176373,0.1876728904,0.911791442,0.077392336,0.2666798983,0.0844991592,173.204,0.07518922
R,0.0005734873,0.2806028598,0.9523387503,8.67853e-05,0.3729678103,0.0987943087,151.043,0.1985311284
R,0.6457261123,0.3918469105,0.9834314012,0.2198899012,0.0665380065,0.0402719287,151.461,0.3298025339
R,0.8647877433,0.3728920993,0.9402492697,0.9464657706,0.635640478,0.8331853336,108.155,0.1547487452
R,0.7597015312,0.6430444679,0.7153478434,0.433293314,0.1974696032,0.2001169034,146.344,0.9191223734
R,0.5941410357,0.4274533314,0.7723291791,0.7073819743,0.1897981371,0.0450513825,107.025,0.3615675733
R,0.0533032584,0.3582756015,0.9798132053,0.9245064375,0.2264890581,0.1384133102,121.816,0.2076767562
R,0.7083949157,0.2703633073,0.5699974225,0.9698735352,0.1133340135,0.034883829,86.65,0.0850754128
R,0.8391063594,0.251238526,0.9274718194,0.9726260992,0.1609032937,0.0450682705,170.148,0.3036507909
R,0.1528135518,0.1898649332,0.6353565314,0.8951584537,0.1059434216,0.0301011679,93.86,0.341445384
E,0.994925716,0.583155485,0.5344642378,0.9275061746,0.086045986,0.4708292638,187.964,0.7615309253
E,0.9465988426,0.4205794942,0.2397939505,0.1754498796,0.1094059782,0.1384982112,74.939,0.5302093296
E,0.6550860397,0.6062006987,0.391335823,0.0147740355,0.1809990497,0.092505824,120.606,0.6039081197
E,0.9624922469,0.3843767918,0.2603237114,0.6203411306,0.2712489341,0.1007252601,71.056,0.265148319
E,0.9833743513,0.4373436718,0.3198265449,0.1146552968,0.0814063557,0.3083246293,81.493,0.1125345597
E,0.8390529287,0.3390851512,0.4088348938,0.0078493473,0.1287755028,0.1549258593,89.987,0.2981426242
E,0.9676847507,0.4358996805,0.8330094106,0.7692980607,0.3771510813,0.7785759129,208.393,0.5324473254
E,0.9924764186,0.4368838831,0.4866267422,0.6098960041,0.1134489675,0.0545827584,147.302,0.4600053151
E,0.9931945707,0.6525430606,0.5583691215,0.8452487861,0.2480414943,0.5637314585,159.631,0.7788410668
E,0.825276053,0.35730394,0.4928827588,0.8456753126,0.3804047766,0.425957834,143.16,0.4903739223
E,0.9656042003,0.2562948412,0.7259468861,0.0496857686,0.1441942402,0.4602291852,176.258,0.1057916041
E,0.9894348602,0.1229408928,0.9760444557,0.9541250406,0.3387897889,0.7560538153,205.192,0.0350931706
E,0.9928263559,0.2232098077,0.7404361254,0.9273767801,0.1459635731,0.2199171669,151.29,0.1407341586
E,0.9604872911,0.3132473389,0.6973501378,0.8875748596,0.1336723081,0.6481562593,129.56,0.1511145472
E,0.9691731951,0.2659173433,0.6345121668,0.8956956101,0.1689487712,0.4569651152,67.996,0.2062696523
E,0.8637987136,0.3252623059,0.5879938455,0.9174746123,0.6950694008,0.043019997,116.812,0.377031211
E,0.9788336169,0.2345448149,0.5030695894,0.9470728967,0.388507368,0.112400022,118.397,0.2386336606
E,0.9639543025,0.4628826841,0.4888538005,0.6930209985,0.1127587266,0.5954402048,132.876,0.0336085977
E,0.9222257064,0.5077207928,0.2154196952,0.7085941181,0.1232315277,0.3948710926,120.092,0.3235740672
E,0.74354468,0.4192951371,0.5503685571,0.869123752,0.1427913861,0.2584685467,104.908,0.1129560082
E,0.8948859522,0.5266212029,0.3017405449,0.5494958457,0.0821552651,0.4623399485,114.788,0.3518669937
E,0.8660015329,0.4078730465,0.1204065081,0.0256187193,0.2227396599,0.1373962685,71.603,0.3180332941
E,0.8945592999,0.5207296932,0.3487424711,0.2136107507,0.2102548094,0.3484076008,106.498,0.3290599757
E,0.9719912693,0.6006659724,0.2492559891,0.633551075,0.1058938504,0.3688745921,114.618,0.6439860776
E,0.5560528632,0.2554061538,0.6615805112,0.8603736975,0.1040053321,0.0457623212,109.914,0.0932941442
R,0.0403489418,0.2967392425,0.9564261719,0.9340780549,0.6100837294,0.0760720385,146.953,0.3121138885
R,0.1144486056,0.34362392,0.7073603325,0.6995872654,0.0994395174,0.0838322046,128.063,0.0860083717
R,0.0128947451,0.2030913484,0.9109739295,0.9600114683,0.2387226823,0.0767421159,113.349,0.1483568929
R,0.8674283839,0.2709159857,0.9568681241,0.9537896396,0.1213404834,0.1811663804,131.899,0.0429726881
R,0.5320419596,0.436654818,0.983905716,0.951226331,0.1212455686,0.0704746684,140.968,0.2777069128
R,0.2761443097,0.394028799,0.9967472741,0.9415414251,0.0540654831,0.0573055052,108.32,0.0572610317
R,0.2965330279,0.2631402129,0.995838598,0.9332045016,0.091832693,0.0964837346,122.136,0.0658136478
R,0.1931694524,0.1888206074,0.790924871,0.9077534361,0.106851474,0.0662766525,123.536,0.1007722557
R,0.4742871945,0.4523218872,0.729661979,0.9684598708,0.1025465951,0.0721261106,175.833,0.2322568119
R,0.4346485791,0.2468529186,0.9182139343,0.7977822065,0.1760301896,0.0450164777,86.842,0.4840278457
R,0.5164464233,0.4866706076,0.8337312295,0.0166192095,0.1079231065,0.035166811,137.34,0.6464215174
R,0.409233447,0.3140841516,0.519565481,0.9155930165,0.109305595,0.0477884055,142.842,0.2196156784
R,0.1286144952,0.644333109,0.4460819136,0.2665649572,0.1749126969,0.2035079652,110.101,0.2329889961
R,0.8295546476,0.6785791821,0.6376769349,0.876212391,0.1125370891,0.7402278857,105.02,0.3708872361
R,0.9921713644,0.4421794128,0.3238733546,0.8947076713,0.1459033966,0.0474921816,106.774,0.6494600594
R,0.3233671248,0.4924628534,0.2573041362,7.58765e-05,0.2826016234,0.7028428644,99.621,0.0389656622
R,0.0628208502,0.3814964141,0.207111975,0.9629832956,0.1068248423,0.0298136654,94.519,0.1156232828
R,0.2422172513,0.548493452,0.6020179746,0.9332030877,0.5493531024,0.0322014925,110.711,0.1950891626
R,0.9137285397,0.4641139799,0.1780988028,0.8167432901,0.1105659032,0.0527401687,69.847,0.570839431
R,0.821904626,0.5679920049,0.663988557,0.818507923,0.1010515841,0.1320982918,161.416,0.9728490879
R,0.8012184587,0.6329813517,0.4906271793,0.9070638931,0.2203640869,0.031433755,96.799,0.912362253
R,0.319717009,0.3469156562,0.3927317298,0.8404701557,0.1188422516,0.0592369239,93.408,0.0793366749
R,0.3592525789,0.5933441664,0.8754033837,0.903745907,0.1091253651,0.4360016276,96.217,0.6568916314
R,0.3204920064,0.3669717814,0.4744076164,0.9218365473,0.1544496327,0.08990954,135.438,0.7822526507
R,0.8270999264,0.3395867029,0.6711018868,0.0001426202,0.1232460672,0.0704179214,154.509,0.9153968665
R,0.2556017883,0.4195601795,0.5400780666,0.1997704436,0.1070198422,0.0522848252,162.509,0.840616945
R,0.902122403,0.3732103224,0.4059650965,0.8360895325,0.1040412202,0.0295943516,67.366,0.3265023473
R,0.3129665573,0.721070526,0.5316983321,0.5726210183,0.2001862126,0.0392801917,135.075,0.9068065277
R,0.2321377434,0.5919459183,0.663348088,0.8256449837,0.0607714343,0.0284292178,97.626,0.7070638032
R,0.796100229,0.5117340611,0.7586598964,0.9380512319,0.129682565,0.0400857415,137.919,0.4581302088
R,0.5893021214,0.4461828228,0.5988975818,0.8741508142,0.0969968904,0.0299235733,74.717,0.3296524907
R,0.489298592,0.116336464,0.9154605857,0.9203064458,0.1879605054,0.0677352464,187.817,0.260341696
R,0.9942135098,0.0850660337,0.9326844569,0.9718580224,0.1230686834,0.0979859594,250.059,0.0379481555
R,0.9224228089,0.1258687834,0.929789877,0.9560028679,0.1191550358,0.0801811596,152.486,0.031685449
R,0.5922532345,0.2485647853,0.838164849,0.9651271019,0.0991145249,0.0630668677,132.465,0.7621728004
R,0.7809715009,0.1294861963,0.8562096926,0.9191164711,0.177369861,0.0527933066,82.103,0.1994866541
R,0.8606671418,0.1167536659,0.7252277306,0.9307923188,0.0817668224,0.0956310017,156.887,0.0394065151
R,0.3530200144,0.3680981225,0.941321607,0.7106046625,0.1509455929,0.1149938152,84.409,0.4857158252
R,0.0640077689,0.2778105899,0.914413162,0.4381983418,0.1826757591,0.0507191683,90.14,0.3062435892
R,0.4056113456,0.2446375302,0.8371315024,0.7257114492,0.0951294605,0.0498090918,142.916,0.3078801304
R,0.7218614628,0.106292459,0.8396127465,0.9082545747,0.10400048,0.0419060598,182.402,0.5533100035
R,0.1741344529,0.1863411401,0.7559094721,0.8048871414,0.1369236774,0.0597118063,133.742,0.1752341199
R,0.0001087347,0.3763279025,0.8961201154,0.620346113,0.0858232304,0.0351013787,122.311,0.5181358756
R,0.3917702716,0.4383517562,0.7257524896,0.0642896416,0.3780706105,0.1213452124,154.427,0.5244518584
R,0.5032126615,0.5572740438,0.5450745736,0.8886774821,0.12346443,0.0422519765,123.931,0.6053292019
R,0.4620824218,0.3075449471,0.7255635529,0.6787840705,0.1238698136,0.0347703908,134.439,0.0626715483
R,0.0323498245,0.2277392754,0.8105661965,0.7528819482,0.1084323642,0.056943019,136.372,0.1999155056
R,0.241051309,0.345030033,0.5612108697,0.1273984091,0.1133128858,0.0350128976,132.467,0.1699271719
R,0.5245597101,0.278861829,0.7794335096,0.78228045,0.1010917247,0.0461034647,149.379,0.0854773584
R,0.0121212177,0.4813054813,0.5877387399,0.9589826018,0.1136223698,0.0283674115,136.222,0.2166881937
R,0.0529577408,0.6522688744,0.4260417128,0.6245184898,0.0555342866,0.046406182,130.401,0.5463923471
R,0.0001647558,0.2287332256,0.9174750096,0.9532618597,0.0769286927,0.0407460859,198.505,0.8395525807
R,0.0182377523,0.2824112735,0.9660494141,0.9153307476,0.3463265913,0.0708566737,121.017,0.1861361907
R,0.0105709605,0.2066486263,0.9628938906,0.0551973202,0.3220625515,0.168999065,128.306,0.0791965448
R,2.73313e-05,0.4460656861,0.897372316,0.7254044703,0.0425926709,0.0695446806,101.451,0.3492844969
R,0.0002430156,0.2201974155,0.9752827092,0.8749206505,0.1157771398,0.0992090615,199.791,0.2597447546
R,8.02457e-05,0.2282801019,0.9166640645,0.8910324047,0.2798160871,0.0927086236,82.087,0.5961285095
R,7.8526e-06,0.2510799655,0.8214134805,0.9321840688,0.0744461216,0.0728368857,137.142,0.8289407728
R,3.66041e-05,0.2671413876,0.9808991815,0.7962105893,0.1167457925,0.0787449507,147.508,0.3300891358
E,0.9379669418,0.48692749,0.2840781879,0.8763324137,0.2930302592,0.8726262534,168.412,0.5439524388
E,0.0957277785,0.2900200786,0.0423907203,0.8994335206,0.3165551884,0.0356793631,192.087,0.1127048807
E,1.62221e-05,0.7323984659,0.9451723782,0.5672456558,0.3294573985,0.0447530865,143.262,0.9122440169
E,0.0531151608,0.2840547162,0.2502093506,0.7602322556,0.1705884377,0.4496005103,66.714,0.0390454203
E,0.6917570733,0.1681636075,0.2174108361,0.9414201517,0.1088256767,0.0470042422,103.62,0.0649701465
E,0.2839512914,0.4897625826,0.6910374032,0.8585217683,0.0748596651,0.0971841469,176.023,0.363376347
E,0.0001546002,0.4422754235,0.0645050063,0.9341127059,0.0991235588,0.0587613533,158.189,0.0190607411
E,0.9957964501,0.3123503978,0.0502622521,0.8671036577,0.1075874501,0.0421675546,120.057,0.038634765
E,0.5558704309,0.1022267239,0.2036903437,0.9047342322,0.1023637223,0.046348145,209.065,0.0847554032
E,0.0514647203,0.1184790345,0.0004300142,0.88478839,0.0997071002,0.0367565339,148.452,0.0360485397
E,0.0698997757,0.3857456609,0.7077751342,0.9378839629,0.2031710916,0.1050631933,123.453,0.0394753182
E,0.9884684306,0.1197869658,0.7098625278,0.9385785281,0.4317654289,0.04905362,90.27,0.0152631265
E,0.9525263417,0.236488862,0.782359019,0.9411034773,0.1315952133,0.0998322348,132.971,0.0370100751
E,0.5179725581,0.1333044151,0.2865861545,0.9240582528,0.199874786,0.0739648593,97.391,0.0366967004
E,0.0012261273,0.1713533393,0.0095680062,0.8398810593,0.1069385893,0.0507324513,119.915,0.0307948442
R,0.7723185627,0.2030696694,0.9895928409,0.5061930458,0.1405053922,0.0437406973,172.263,0.1525249696
R,0.6109084866,0.3261450092,0.8143917769,0.9479699246,0.3182597108,0.0795011744,155.423,0.7596015717
R,0.2261013035,0.5806586344,0.8334278764,0.9403879859,0.0818228668,0.2546477296,47.002,0.5736834703
R,0.0092722141,0.7035903369,0.6890474099,0.8078660414,0.0899693605,0.0542027079,130.527,0.1346264165
R,0.7990035433,0.438533624,0.9775438492,0.9596993948,0.1405455259,0.0484280152,119.815,0.1253869082
R,0.279810924,0.3166683587,0.8574220608,0.9632305657,0.1318501588,0.0504345966,122.831,0.4657980217
R,0.0648879552,0.1908499685,0.8801356436,0.9603482954,0.0937088113,0.0451327402,141.031,0.0347285245
R,0.0010587609,0.1097386344,0.6582333772,0.9167443269,0.0941579993,0.0388572412,167.38,0.3219508221
R,0.1228025375,0.3229329076,0.9620694469,0.9583905053,0.1309009791,0.0523648904,135.446,0.1658239592
R,0.0796226641,0.0738091931,0.8429030955,0.9655157777,0.0956707909,0.0584724552,173.212,0.1075729181
R,0.1086041861,0.1219706389,0.7688322148,0.9671974181,0.1008880327,0.0660217721,82.594,0.1422500779
